Case,MayHBC,Species,Avg.Sp.Mass.g,Family,Age,Sex,Location,Disposition,Treatment.Time,Year,Season,Facility,RhbFund,Stunned.Shock,Lethargy.Weak,Concussion,Unconscious,WingFracture,Back.Spine.neck.Injury,LegFracture,Eye.Injury,Beak.Mouth.Injury,Skull.Fracture,Head.Trauma,PunctureWound,Bruising.Swelling,PelvicInjury,CoracoidFracture,Emaciated.Dehydrated,InternalBleeding,Animal.Attack.Too,Neurological,NerveDamage,Grasping.leg.impairment,BalanceIssues,UnableToFly,RespiratoryDistress,Paralysis,Infection.Sick.Parasites,Hypothermia,0.HNBN,0.WLL,0.TAB,0.UNS
670,F,AMRO,81,Turdidae,Adult,Female,Monroe County PA,Euthanized,NA,NA,NA,Organization,160566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,T,T,NA,NA,NA,NA,T,T,T,NA
671,F,AMRO,81,Turdidae,Adult,Male,Monroe County PA,Released,NA,NA,NA,Organization,160566,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
672,F,AMRO,81,Turdidae,Adult,Male,Northampton County PA,Released,NA,NA,NA,Organization,160566,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
673,F,AMRO,81,Turdidae,Juvenile,Female,Monroe County PA,Released,NA,NA,NA,Organization,160566,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
674,F,DOWO,24.5,Picidae,Adult,Male,Monroe County PA,Released,NA,NA,NA,Organization,160566,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,T,NA,NA
675,F,AMRO,81,Turdidae,Juvenile,Female,Northampton County PA,Released,NA,NA,NA,Organization,160566,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
676,F,AMRO,81,Turdidae,Adult,Unknown,Monroeville PA,Died,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,F,RTHU,4,Trochilidae,Adult,Unknown,Gibsonia PA,Died,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,F,YSFL,135,Picidae,Adult,Unknown,Pittsburgh PA,Died,2,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
679,F,GRCA,39.9,Mimidae,Adult,Unknown,Pittsburgh PA,Released,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,F,RTHU,4,Trochilidae,Adult,Female,Pittsburgh PA,Euthanized,9,2019,Summer,Organization,7822575,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,T,T,NA,NA
681,F,RBWO,73.5,Picidae,Unknown,Unknown,Murrysville PA,Euthanized,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
682,F,YSFL,135,Picidae,Juvenile,Unknown,McCandless PA,Died,2,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,T
683,F,MODO,133,Columbidae,Juvenile,Unknown,Pittsburgh PA,Died,1,2019,Summer,Organization,7822575,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,T,NA,NA,T
684,F,AMRO,81,Turdidae,Juvenile,Unknown,Pittsburgh PA,Euthanized,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
685,F,AMRO,81,Turdidae,Juvenile,Unknown,Oakmont PA,Euthanized,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA
686,F,GRCA,39.9,Mimidae,Unknown,Unknown,Verona PA,Died,1,2019,Summer,Organization,7822575,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
687,F,AMRO,81,Turdidae,Adult,Unknown,Highland Park PA,Euthanized,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,F,AMRO,81,Turdidae,Adult,Unknown,Pittsburgh PA,Died,3,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
689,F,RBGR,44,Cardinalidae,Adult,Female,Evans City PA,Died,0,2019,Summer,Organization,7822575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,NA,NA,NA
